epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.2128,1.77523,2.72311,1.47778,0.03324,0.88061,0.13976,0.07415,1.3399,2.96109,1.22097,0.00328829,0.00328829,0.00328829
2,24.9681,1.52269,1.36497,1.26134,0.8404,0.66584,0.78184,0.42714,1.53709,1.74287,1.29235,0.00661507,0.00661507,0.00661507
3,35.4031,1.46978,1.25957,1.23712,0.75525,0.64677,0.74554,0.42644,1.36114,1.28323,1.25961,0.00993524,0.00993524,0.00993524
4,45.5471,1.46916,1.21613,1.22822,0.66831,0.68916,0.69515,0.33917,1.48217,1.59229,1.34776,0.0099703,0.0099703,0.0099703
5,55.7071,1.42328,1.1312,1.21502,0.78489,0.72562,0.80867,0.49746,1.31481,1.28117,1.21439,0.0099604,0.0099604,0.0099604
6,65.6611,1.41168,1.10136,1.19612,0.81135,0.76416,0.8546,0.53064,1.3121,0.99047,1.17821,0.0099505,0.0099505,0.0099505
7,75.5621,1.38731,1.05504,1.18906,0.84168,0.79062,0.87639,0.5481,1.2719,0.96104,1.19762,0.0099406,0.0099406,0.0099406
8,85.5821,1.38602,1.04824,1.18908,0.86568,0.77676,0.8848,0.55865,1.27931,0.94331,1.1703,0.0099307,0.0099307,0.0099307
9,95.4291,1.36075,1.01837,1.17781,0.8782,0.79714,0.8991,0.57271,1.26632,0.84954,1.14253,0.0099208,0.0099208,0.0099208
10,105.257,1.36689,0.99837,1.18007,0.81757,0.70284,0.79898,0.48345,1.40482,1.1249,1.27229,0.0099109,0.0099109,0.0099109
11,115.162,1.34959,0.97422,1.1689,0.86565,0.79657,0.89785,0.56776,1.2795,0.88973,1.16023,0.009901,0.009901,0.009901
12,125.018,1.34149,0.96038,1.16531,0.78844,0.76227,0.81863,0.46162,1.46178,1.01278,1.28211,0.0098911,0.0098911,0.0098911
13,134.8,1.33009,0.93776,1.16897,0.86792,0.79689,0.89768,0.57674,1.25698,0.7974,1.16174,0.0098812,0.0098812,0.0098812
14,144.857,1.33903,0.94234,1.17537,0.82248,0.781,0.85615,0.52949,1.29284,0.93444,1.19975,0.0098713,0.0098713,0.0098713
15,154.566,1.33042,0.91895,1.17114,0.86197,0.80537,0.90038,0.57366,1.27165,0.81852,1.16774,0.0098614,0.0098614,0.0098614
16,164.354,1.32381,0.90694,1.16816,0.85437,0.75018,0.86188,0.53184,1.32356,0.88009,1.19398,0.0098515,0.0098515,0.0098515
17,174.12,1.30993,0.88867,1.16051,0.86579,0.78912,0.90022,0.57801,1.25809,0.7936,1.15958,0.0098416,0.0098416,0.0098416
18,183.947,1.31531,0.89225,1.1623,0.86872,0.79053,0.88182,0.57164,1.25007,0.84592,1.17162,0.0098317,0.0098317,0.0098317
19,193.812,1.30262,0.87658,1.15858,0.87075,0.80678,0.90452,0.58622,1.2296,0.77797,1.16223,0.0098218,0.0098218,0.0098218
20,203.572,1.29798,0.87501,1.1626,0.86656,0.80745,0.90302,0.56989,1.23611,0.82472,1.167,0.0098119,0.0098119,0.0098119
21,213.378,1.30277,0.86026,1.15642,0.86254,0.81342,0.90933,0.58536,1.26367,0.78104,1.16615,0.009802,0.009802,0.009802
22,223.217,1.29722,0.85891,1.14487,0.85597,0.78935,0.89229,0.55871,1.30006,0.82307,1.1801,0.0097921,0.0097921,0.0097921
23,232.997,1.28819,0.83782,1.14812,0.8614,0.81666,0.90163,0.57583,1.2423,0.81807,1.16909,0.0097822,0.0097822,0.0097822
24,242.792,1.29099,0.85345,1.15115,0.84785,0.7775,0.86251,0.55177,1.26747,1.02632,1.18157,0.0097723,0.0097723,0.0097723
25,252.513,1.28034,0.82351,1.15291,0.88129,0.79198,0.89723,0.5943,1.2114,0.77767,1.14943,0.0097624,0.0097624,0.0097624
26,262.369,1.28703,0.83002,1.1538,0.8744,0.81314,0.90731,0.57274,1.2744,0.75117,1.18158,0.0097525,0.0097525,0.0097525
27,272.232,1.27593,0.82905,1.14423,0.87532,0.80113,0.90019,0.57137,1.25393,0.79309,1.18844,0.0097426,0.0097426,0.0097426
28,282.024,1.28206,0.81099,1.15085,0.87551,0.82973,0.9181,0.59608,1.25746,0.71974,1.16037,0.0097327,0.0097327,0.0097327
29,291.844,1.25421,0.8089,1.13874,0.86448,0.8179,0.91051,0.5933,1.23322,0.75591,1.16228,0.0097228,0.0097228,0.0097228
30,301.862,1.27345,0.8057,1.13949,0.87429,0.77817,0.87822,0.56079,1.27373,0.81608,1.19838,0.0097129,0.0097129,0.0097129
31,311.662,1.27323,0.80806,1.15297,0.86971,0.81879,0.91083,0.59714,1.23391,0.7317,1.15588,0.009703,0.009703,0.009703
32,321.59,1.25709,0.79467,1.14074,0.853,0.83421,0.90756,0.58156,1.24035,0.74599,1.16978,0.0096931,0.0096931,0.0096931
33,331.35,1.26254,0.79851,1.13642,0.87816,0.82999,0.91558,0.59002,1.24416,0.72906,1.16729,0.0096832,0.0096832,0.0096832
34,341.12,1.25392,0.78575,1.13586,0.86954,0.82635,0.91441,0.5915,1.25412,0.71663,1.16767,0.0096733,0.0096733,0.0096733
35,350.875,1.25147,0.78423,1.13397,0.85683,0.82162,0.90427,0.55888,1.3426,0.75877,1.22681,0.0096634,0.0096634,0.0096634
36,360.602,1.26202,0.78666,1.13825,0.87745,0.83204,0.91879,0.60046,1.23287,0.7093,1.15223,0.0096535,0.0096535,0.0096535
37,370.378,1.25036,0.78294,1.13208,0.8684,0.82303,0.91316,0.59267,1.23317,0.71174,1.15615,0.0096436,0.0096436,0.0096436
38,380.303,1.24394,0.78413,1.13376,0.86617,0.81773,0.91343,0.59296,1.22586,0.72237,1.15755,0.0096337,0.0096337,0.0096337
39,390.138,1.25406,0.78014,1.13636,0.88056,0.8414,0.92426,0.60673,1.22775,0.70553,1.15571,0.0096238,0.0096238,0.0096238
40,399.938,1.23064,0.75459,1.12577,0.86649,0.83045,0.91553,0.59228,1.25106,0.71524,1.17379,0.0096139,0.0096139,0.0096139
41,409.679,1.24945,0.76348,1.13114,0.86895,0.83847,0.91674,0.59716,1.23699,0.71007,1.16161,0.009604,0.009604,0.009604
42,419.42,1.23196,0.76237,1.12248,0.88933,0.82232,0.91868,0.60486,1.22291,0.68561,1.1579,0.0095941,0.0095941,0.0095941
43,429.21,1.24294,0.75505,1.12992,0.88824,0.83716,0.92754,0.60668,1.21439,0.69664,1.14582,0.0095842,0.0095842,0.0095842
44,439.019,1.24218,0.76016,1.12254,0.86923,0.83893,0.91509,0.6006,1.21874,0.70374,1.14153,0.0095743,0.0095743,0.0095743
45,448.784,1.23993,0.75499,1.13096,0.87862,0.82162,0.91825,0.60324,1.2158,0.69634,1.16393,0.0095644,0.0095644,0.0095644
46,458.535,1.23341,0.74691,1.1249,0.88683,0.82515,0.9164,0.59946,1.22854,0.69699,1.15927,0.0095545,0.0095545,0.0095545
47,468.38,1.22461,0.73976,1.1267,0.88698,0.83221,0.92012,0.60693,1.22325,0.69431,1.14791,0.0095446,0.0095446,0.0095446
48,478.203,1.22257,0.7395,1.12734,0.87667,0.82126,0.91446,0.59998,1.22805,0.68617,1.16591,0.0095347,0.0095347,0.0095347
