epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,478.142,1.24448,0.78466,1.1315,0.87734,0.79586,0.89639,0.59265,1.23073,0.74515,1.16762,0.0095941,0.0095941,0.0095941
43,489.028,1.26049,0.77437,1.14179,0.87139,0.83186,0.91815,0.5989,1.239,0.70183,1.1607,0.0095842,0.0095842,0.0095842
44,500.148,1.25791,0.78306,1.13281,0.8726,0.82303,0.91356,0.59159,1.25296,0.70939,1.16842,0.0095743,0.0095743,0.0095743
45,511.775,1.25618,0.77336,1.14043,0.87176,0.83186,0.91749,0.60247,1.21038,0.71814,1.15028,0.0095644,0.0095644,0.0095644
46,522.756,1.24811,0.76649,1.13649,0.87882,0.82762,0.91736,0.59417,1.23563,0.72824,1.16953,0.0095545,0.0095545,0.0095545
47,533.841,1.24519,0.76282,1.13255,0.89386,0.80749,0.90659,0.59355,1.24895,0.72639,1.15311,0.0095446,0.0095446,0.0095446
48,545.012,1.23862,0.76606,1.13214,0.88326,0.83787,0.92009,0.59851,1.22539,0.69169,1.16043,0.0095347,0.0095347,0.0095347
49,556.02,1.25084,0.76954,1.13362,0.87404,0.83257,0.91524,0.60219,1.22638,0.69361,1.15789,0.0095248,0.0095248,0.0095248
50,567.149,1.25159,0.76493,1.13062,0.87737,0.83398,0.91877,0.60415,1.22714,0.69818,1.15309,0.0095149,0.0095149,0.0095149
51,578.587,1.24284,0.77023,1.13056,0.88856,0.82444,0.91788,0.59974,1.2377,0.6877,1.1614,0.009505,0.009505,0.009505
52,590.669,1.24266,0.75834,1.133,0.87437,0.84574,0.9236,0.61208,1.22207,0.66062,1.14527,0.0094951,0.0094951,0.0094951
53,602.206,1.23019,0.74922,1.12513,0.88739,0.81001,0.91148,0.60209,1.2142,0.72858,1.15919,0.0094852,0.0094852,0.0094852
